step	global-lle	local-lle	lle-ratio
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-6.2533502943834014e+02	-6.1265553791246518e+01	+1.1281389512941873e+03
99	-1.1797456965536354e+02	-1.0529507812948843e+01	+2.1489012368482940e+02
99	-6.1491874972203084e+02	-6.0223925819615602e+01	+1.1093896478048305e+03
99	-5.7431116670655820e+02	-5.6163167518068320e+01	+1.0362959983769797e+03
99	-3.5814232656567123e+02	-3.4546283503979623e+01	+6.4719208612338321e+02
99	-3.2689899702969700e+02	-3.1728664411553677e+01	+5.9034066523628667e+02
99	-6.1897312463837238e+02	-6.0629363311249755e+01	+1.1166875226542452e+03
99	-5.2431862076180700e+01	-3.9752370550305542e+00	+9.6913250042300291e+01
0	+2.6880462894799950e+00	+2.6880462894799950e+00	+0.0000000000000000e+00
0	+2.6880463288193130e+00	+2.6880463288193130e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-3.1716434431527171e+02	-3.0755199140111145e+01	+5.7281829035032115e+02
99	-6.3486234270650186e+02	-6.2218285118062688e+01	+1.1452881151768784e+03
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.0410839954481572e+00	+2.0410839954481572e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288736047e+00	+2.6880463288736047e+00	+0.0000000000000000e+00
0	+2.6880462887903627e+00	+2.6880462887903627e+00	+0.0000000000000000e+00
99	-3.8589099293012601e+00	-4.5845816019953423e-01	+6.8009035382034515e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.1503686189310587e+00	+2.1503686189310587e+00	+0.0000000000000000e+00
0	+2.3472531528904992e+00	+2.3472531528904992e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.9593150440740192e+02	-2.8631915149324175e+01	+5.3459917851615546e+02
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.5142681753879367e+02	-6.3874732601291882e+01	+1.1751041698750037e+03
99	-2.9528133111747053e+02	-2.8260183959159548e+01	+5.3404229431662202e+02
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462895001109e+00	+2.6880462895001109e+00	+0.0000000000000000e+00
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+2.6880463289553607e+00	+2.6880463289553607e+00	+0.0000000000000000e+00
99	-3.2578127755975362e+02	-3.1616892464559339e+01	+5.8832877019038858e+02
99	-5.9934024463629828e+02	-5.8666075311042334e+01	+1.0813483386505118e+03
99	-6.3973232368615618e+02	-6.2705283216028135e+01	+1.1540540809402560e+03
0	+1.1655255833957447e+00	+1.1655255833957447e+00	+0.0000000000000000e+00
99	-8.8297868652058128e+01	-8.0457476545450284e+00	+1.6050424199502621e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.0817993019772348e+02	-5.9550043867184847e+01	+1.0972597726610772e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3106909441386733e+02	-6.1838960288799250e+01	+1.1384602682501361e+03
99	-6.1263136156899645e+02	-5.9995187004312157e+01	+1.1052723491293686e+03
0	+2.3747884197212792e+00	+2.3747884197212792e+00	+0.0000000000000000e+00
0	+2.6880463288639778e+00	+2.6880463288639778e+00	+0.0000000000000000e+00
99	-6.5904707641840798e+02	-6.4636758489253296e+01	+1.1888206358583093e+03
0	+2.6880462892792503e+00	+2.6880462892792503e+00	+0.0000000000000000e+00
99	-1.3478791780317269e+02	-1.2210842627729756e+01	+2.4515415035088586e+02
99	-1.7127418506387238e+02	-1.6467510722388607e+01	+3.0961334868296757e+02
99	-6.5573000028892272e+02	-6.4305050876304776e+01	+1.1828498988252359e+03
99	-6.1571532654562009e+02	-6.0303583501974508e+01	+1.1108234860872913e+03
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
99	-6.3613362646516464e+02	-6.2345413493928966e+01	+1.1475764259424714e+03
99	-6.5943086529211485e+02	-6.4675137376623979e+01	+1.1895114558309817e+03
99	-7.9382297319663493e+01	-7.4499373484058129e+00	+1.4386471994251536e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.0124448113473967e+00	+2.0124448113473967e+00	+0.0000000000000000e+00
0	+2.6880463288847096e+00	+2.6880463288847096e+00	+0.0000000000000000e+00
0	+2.3472531530175162e+00	+2.3472531530175162e+00	+0.0000000000000000e+00
99	-6.4611361191146113e+02	-6.3343412038558611e+01	+1.1655403997458050e+03
99	-3.1573285793771555e+02	-3.0612050502355533e+01	+5.7024161487072001e+02
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-5.1060558373917708e+01	-4.1448205459757466e+00	+9.3831475655883921e+01
0	+2.6880463287572200e+00	+2.6880463287572200e+00	+0.0000000000000000e+00
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+2.6880463289782615e+00	+2.6880463289782615e+00	+0.0000000000000000e+00
0	+2.6880463287572200e+00	+2.6880463287572200e+00	+0.0000000000000000e+00
0	+2.6880463288847096e+00	+2.6880463288847096e+00	+0.0000000000000000e+00
0	+1.8217610333972434e+00	+1.8217610333972434e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-5.0606154834923177e+02	-4.9338205682335683e+01	+9.1344668533379217e+02
99	-3.1609852986493229e+02	-3.0648617695077210e+01	+5.7089982433971011e+02
99	-5.2267543047324843e+00	+7.4527372211426790e-01	+1.1944056053693505e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.5103010686263389e+01	-3.5221399312654147e+00	+6.3161741509995949e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.3924761251930784e+02	-3.2963525960514765e+01	+6.1256817311758618e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.2066824081323070e+01	-9.3873325554479059e-01	+4.2256181651556560e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4522343006943515e+02	-6.3254393854356039e+01	+1.1639380724301582e+03
99	-6.2235664668989295e+02	-6.0967715516401796e+01	+1.1227778623469824e+03
0	+1.0041613138639434e+00	+1.0041613138639434e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-4.8993440920923987e+01	-4.7710656251230921e+00	+8.8444750591601789e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462899947761e+00	+2.6880462899947761e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.0124448116611870e+00	+2.0124448116611870e+00	+0.0000000000000000e+00
0	+2.6880463288871317e+00	+2.6880463288871317e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-9.4119467182670959e+00	+3.2675448076080660e-01	+1.9477402398055805e+01
0	+2.6880462897680553e+00	+2.6880462897680553e+00	+0.0000000000000000e+00
99	-1.3509834865677021e+02	-1.2944952393798761e+01	+2.4430679252594291e+02
99	-3.3067464481778211e+02	-3.2106229190362200e+01	+5.9713683125483976e+02
0	+2.6880462886208649e+00	+2.6880462886208649e+00	+0.0000000000000000e+00
99	-6.1101192469890316e+02	-5.9833243317302824e+01	+1.1023573627632006e+03
99	-7.1494154710230280e+00	+5.5300760548521366e-01	+1.5404846153016484e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.0124448116618447e+00	+2.0124448116618447e+00	+0.0000000000000000e+00
0	+2.6880463288193130e+00	+2.6880463288193130e+00	+0.0000000000000000e+00
0	+1.0336025488647955e+00	+1.0336025488647955e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289378715e+00	+2.6880463289378715e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3635630914486171e+02	-6.2367681761898680e+01	+1.1479772547659261e+03
99	-3.8299151309382330e+02	-3.7031202156794834e+01	+6.9192062187405691e+02
0	+2.6880463288976202e+00	+2.6880463288976202e+00	+0.0000000000000000e+00
99	-6.5504313841154999e+02	-6.4236364688567505e+01	+1.1816135474459650e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463078565984e+00	+2.6880463078565984e+00	+0.0000000000000000e+00
99	-6.2815929488298661e+02	-6.1547980335711159e+01	+1.1332226290945509e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.1699861579496246e+02	-6.0431912426908760e+01	+1.1131334067361074e+03
99	-3.1731588118565918e+02	-3.0463638965978415e+01	+5.7370448443936152e+02
99	-6.7192435438676330e+02	-6.5924486286088822e+01	+1.2119997362013489e+03
0	+2.3472531532367200e+00	+2.3472531532367200e+00	+0.0000000000000000e+00
99	-2.8113751224665054e+02	-2.6845802072077543e+01	+5.0858342034914602e+02
99	-3.0523977064910312e+01	-1.7844485539035151e+00	+5.7479057022013592e+01
0	+2.6880463288533996e+00	+2.6880463288533996e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.9203374449705350e+01	-5.6523882923830193e+00	+1.2710197231464466e+02
99	-2.7180903079857211e+02	-2.5912953927269701e+01	+4.9179215374260480e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463287572200e+00	+2.6880463287572200e+00	+0.0000000000000000e+00
99	-2.9876082268350444e+02	-2.8914846976934417e+01	+5.3969195141314003e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289062684e+00	+2.6880463289062684e+00	+0.0000000000000000e+00
0	+2.6880463288972809e+00	+2.6880463288972809e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880463289193788e+00	+2.6880463289193788e+00	+0.0000000000000000e+00
99	-6.5381731725282486e+02	-6.4113782572694973e+01	+1.1794070693602598e+03
99	-6.3518589971898291e+02	-6.2250640819310803e+01	+1.1458705177993443e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-1.1046612244836948e+02	-9.7786630922494346e+00	+2.0137491871224009e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.7508207397795701e+00	+1.7508207397795701e+00	+0.0000000000000000e+00
0	+2.6880462894494555e+00	+2.6880462894494555e+00	+0.0000000000000000e+00
0	+2.1974580079836454e+00	+2.1974580079836454e+00	+0.0000000000000000e+00
99	-6.0687178155620450e+02	-5.9419229003032960e+01	+1.0949051051063432e+03
0	+2.6880463288736047e+00	+2.6880463288736047e+00	+0.0000000000000000e+00
99	-3.6681684956860465e+01	-3.0082607116874112e+00	+6.7346848490346105e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.7128101567387716e+02	-3.5860152414800211e+01	+6.7084172651815391e+02
99	-3.3102723071340029e+02	-3.1834773918752528e+01	+5.9838491358929548e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-4.4706993927756223e+01	-4.3862435362874344e+00	+8.0641500782937584e+01
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
99	-6.5040049305509137e+02	-6.3772100152921638e+01	+1.1732567858043394e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-1.6652107587895500e+01	-3.9726160620203432e-01	+3.2509691963386935e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.9068611315280977e+00	+1.9068611315280977e+00	+0.0000000000000000e+00
0	+2.3472531532352132e+00	+2.3472531532352132e+00	+0.0000000000000000e+00
99	-1.8399232787749433e+01	-8.7868798735891851e-01	+3.5041089600781028e+01
99	-6.3825607520970914e+02	-6.2557658368383414e+01	+1.1513968336826515e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.2477328559785656e+02	-6.1209379407198156e+01	+1.1271278123813167e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-4.0898168967463101e+02	-3.9630219814875595e+01	+7.3870293971951082e+02
0	+2.6880463260326644e+00	+2.6880463260326644e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3887867805613075e+02	-6.2619918653025579e+01	+1.1525175188062103e+03
99	-1.0595650321365888e+02	-9.3277011687783737e+00	+1.9325760408976100e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462894140096e+00	+2.6880462894140096e+00	+0.0000000000000000e+00
99	-1.4364381764584614e+01	-1.1138329638878415e+00	+2.6501097601393546e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.1175886824975203e+00	+1.1175886824975203e+00	+0.0000000000000000e+00
0	+2.6880462899415685e+00	+2.6880462899415685e+00	+0.0000000000000000e+00
99	-6.4509098463253451e+02	-6.3241149310665961e+01	+1.1636996706437371e+03
99	-6.0034967039009086e+02	-5.8767017886421606e+01	+1.0831653050073385e+03
99	-8.0570835807877799e+01	-7.4922011089095157e+00	+1.4615726939793657e+02
0	+2.6880462902374043e+00	+2.6880462902374043e+00	+0.0000000000000000e+00
99	-2.5416732235819950e+01	-1.2737240709944790e+00	+4.8286016329650941e+01
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-3.1642135711330485e+02	-3.0680900419914462e+01	+5.7148091338678080e+02
99	-3.0951964148352903e+02	-2.9990728856936883e+01	+5.5905782525318432e+02
99	-1.8002764258429360e+02	-1.6734815105841850e+01	+3.2658565495690351e+02
0	+2.3472531531852536e+00	+2.3472531531852536e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.1442189670997914e+02	-3.0480954379581892e+01	+5.6788188466079453e+02
99	-6.2919248848365646e+02	-6.1651299695778150e+01	+1.1350823775757567e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3939874029919793e+02	-6.2671924877332287e+01	+1.1534536308437314e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462902374043e+00	+2.6880462902374043e+00	+0.0000000000000000e+00
99	-6.6825203234310820e+01	-6.1176378515528187e+00	+1.2141513076551600e+02
99	-6.3769542825319195e+02	-6.2501593672731701e+01	+1.1503876691609205e+03
0	+2.6880462894494555e+00	+2.6880462894494555e+00	+0.0000000000000000e+00
99	-5.5368054567020727e+02	-5.4100105414433244e+01	+9.9916088051154804e+02
99	-1.6393641471528375e+02	-1.5125692318940866e+01	+2.9762144479268574e+02
99	-5.0310872419579039e+02	-4.9042923266991544e+01	+9.0813160185759773e+02
58	-4.2883174109400679e-01	+1.2730471105107428e+00	+3.4037577032094992e+00
75	-2.3989778794369032e+00	-1.5437952754718376e-02	+4.7670798533643701e+00
99	-6.4690943534388362e+02	-6.3422994381800876e+01	+1.1669728819241654e+03
0	+2.6880462894140096e+00	+2.6880462894140096e+00	+0.0000000000000000e+00
0	+2.6880463288847096e+00	+2.6880463288847096e+00	+0.0000000000000000e+00
1	+2.1409891246515920e+00	+2.1430715367954907e+00	+4.1648242877974084e-03
0	+2.0124448116617217e+00	+2.0124448116617217e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.9760198988479249e+00	-7.7773236039657256e-01	+1.2396575076902705e+01
99	-1.1561138962839048e+02	-1.0293189810251537e+01	+2.1063639963627790e+02
99	-5.9568590081340130e+02	-5.8300640928752642e+01	+1.0747705197692974e+03
0	+2.6880463288763270e+00	+2.6880463288763270e+00	+0.0000000000000000e+00
99	-2.5384281409186866e+02	-2.4116332256599357e+01	+4.5945296367053862e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
0	+1.9068611315280977e+00	+1.9068611315280977e+00	+0.0000000000000000e+00
99	-6.1289536869052233e+02	-6.0021587716464722e+01	+1.1057475619481152e+03
99	-1.7973717803727379e+02	-1.6705768651139866e+01	+3.2606281877226786e+02
0	+1.9068611315275945e+00	+1.9068611315275945e+00	+0.0000000000000000e+00
0	+2.6880463288847096e+00	+2.6880463288847096e+00	+0.0000000000000000e+00
99	-1.7409907583729929e+01	-1.8682229090385232e+00	+3.1083369349382810e+01
0	+2.6880463289572711e+00	+2.6880463289572711e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
99	-3.4063821480303056e+02	-3.2795872327715550e+01	+6.1568468495063007e+02
0	+2.3472531532163661e+00	+2.3472531532163661e+00	+0.0000000000000000e+00
0	+2.3902008531133996e+00	+2.3902008531133996e+00	+0.0000000000000000e+00
99	-5.5322100598030730e+01	-4.2642609072155597e+00	+1.0211567938163034e+02
0	+1.6902663034665528e+00	+1.6902663034665528e+00	+0.0000000000000000e+00
99	-1.3509937120459217e+01	-1.4599238948325342e+00	+2.4100026451253363e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.5914816872821837e+02	-6.4646867720234354e+01	+1.1890026020159680e+03
99	-6.4800894485217168e+02	-6.3532945332629680e+01	+1.1689519990390841e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.0184814536854713e+01	-7.5053230109795555e-01	+3.8868564471513515e+01
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
99	-1.5974618265135248e+02	-1.4706669112547738e+01	+2.9007902707760951e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.2957690766601786e+02	-6.1689741614014288e+01	+1.1357743321040070e+03
99	-6.7578932703460197e+01	-5.4899441177585047e+00	+1.2417797717140338e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289193788e+00	+2.6880463289193788e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462902374043e+00	+2.6880462902374043e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.6245854358799492e+00	+1.6245854358799492e+00	+0.0000000000000000e+00
0	+2.3472531531346488e+00	+2.3472531531346488e+00	+0.0000000000000000e+00
0	+1.8226852793319674e+00	+1.8226852793319674e+00	+0.0000000000000000e+00
99	-6.6413333466252868e+02	-6.5145384313665389e+01	+1.1979759006977265e+03
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880463288300729e+00	+2.6880463288300729e+00	+0.0000000000000000e+00
99	-1.4746436387862570e+02	-1.3478487235275063e+01	+2.6797175328670130e+02
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
99	-6.7494524383050964e+02	-6.6226575230463467e+01	+1.2174373372000923e+03
99	-3.5117005291188306e+01	-3.2307749869943900e+00	+6.3772460608387831e+01
99	-1.9980488875161586e+02	-1.9019253583745563e+01	+3.6157127033574062e+02
0	+2.6880463288145875e+00	+2.6880463288145875e+00	+0.0000000000000000e+00
99	-6.4145646412696806e+02	-6.2877697260109315e+01	+1.1571575337337174e+03
0	+2.6880463288871317e+00	+2.6880463288871317e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
2	+2.1062214982689818e+00	+2.1122059688677330e+00	+1.1968941197502581e-02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.6113025238017110e+02	-6.4845076085429611e+01	+1.1925703525894830e+03
99	-3.0422036643284423e+02	-2.9154087490696909e+01	+5.5013255788429467e+02
0	+2.3472531530274745e+00	+2.3472531530274745e+00	+0.0000000000000000e+00
19	+1.3023692221026795e+00	+1.6783136708059883e+00	+7.5188889740661757e-01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
9	+1.7816724292422763e+00	+1.8906221852477114e+00	+2.1789951201087021e-01
99	-4.6231447600982392e+02	-4.4963498448394894e+01	+8.3470195512285807e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-7.2728825197789774e+01	-6.9919569776545361e+00	+1.3147373644027047e+02
99	-7.1099507523767170e+04	-7.1044857675026951e+03	+1.2799004351252895e+05
0	+1.6902663034665875e+00	+1.6902663034665875e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288763270e+00	+2.6880463288763270e+00	+0.0000000000000000e+00
0	+1.9553660452604327e+00	+1.9553660452604327e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.7020833430113123e+02	-6.5752884277525638e+01	+1.2089109000472113e+03
99	-3.3410910173396394e+02	-3.2449674881980371e+01	+6.0331885370396708e+02
99	-2.1954371354942051e+01	-1.4113979248334187e+00	+4.1085946860217263e+01
37	-4.8237668164847824e-01	+4.5571608365629135e-01	+1.8761855306095392e+00
99	-2.7597315196612534e+01	-2.3897843930383482e+00	+5.0415061607148374e+01
99	-1.5264626922473832e+02	-1.3996677769886322e+01	+2.7729918290970397e+02
0	+1.8217610333972920e+00	+1.8217610333972920e+00	+0.0000000000000000e+00
99	-1.0629945209652583e+01	-1.1500540275270432e+00	+1.8959782364251080e+01
99	-5.2068041801841810e+02	-5.0800092649254317e+01	+9.3976065073832751e+02
0	+1.4561243014478109e+00	+1.4561243014478109e+00	+0.0000000000000000e+00
0	+2.6880463289548469e+00	+2.6880463289548469e+00	+0.0000000000000000e+00
0	+2.3472531532282161e+00	+2.3472531532282161e+00	+0.0000000000000000e+00
0	+2.6880463288847287e+00	+2.6880463288847287e+00	+0.0000000000000000e+00
49	-3.4777072612935278e-02	+1.3406373967006231e+00	+2.7508289386271167e+00
99	-3.2200682539358479e+02	-3.1239447247942461e+01	+5.8153475629128468e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.1512580252435919e+02	-6.0244631099848419e+01	+1.1097623428490215e+03
99	-6.3753671611682762e+02	-6.2485722459095271e+01	+1.1501019873154646e+03
99	-9.2629907921741168e+00	+3.4165007337010456e-01	+1.9209281731088442e+01
0	+2.6880463288871317e+00	+2.6880463288871317e+00	+0.0000000000000000e+00
99	-1.1363236845982433e+01	+1.3162546798927313e-01	+2.2989724627943414e+01
0	+2.6880463078565984e+00	+2.6880463078565984e+00	+0.0000000000000000e+00
99	-1.1193759885390665e+02	-9.9258107328031500e+00	+2.0402357624220701e+02
99	-6.7339023746317480e+02	-6.6071074593729989e+01	+1.2146383257388895e+03
0	+2.6880463288972809e+00	+2.6880463288972809e+00	+0.0000000000000000e+00
99	-1.5777374696561264e+02	-1.5117466912562632e+01	+2.8531256010610002e+02
0	+2.5924564362403935e+00	+2.5924564362403935e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289548469e+00	+2.6880463289548469e+00	+0.0000000000000000e+00
0	+2.6224211494261027e+00	+2.6224211494261027e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288300729e+00	+2.6880463288300729e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.5913534318016274e+00	+1.5913534318016274e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-1.2457311101100701e+02	-1.1189361948513190e+01	+2.2676749812498764e+02
99	-9.9999689873689181e+00	-5.1170451517635207e-01	+1.8976528944385134e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-5.4260816714702764e+02	-5.2992867562115265e+01	+9.7923059916982470e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
13	+8.1906031304049920e-01	+1.0182064776131607e+00	+3.9829232914532309e-01
99	-2.3096416286529316e+02	-2.1828467133941807e+01	+4.1827139146270270e+02
0	+1.7508207397795701e+00	+1.7508207397795701e+00	+0.0000000000000000e+00
0	+2.6880463288972845e+00	+2.6880463288972845e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880462894237471e+00	+2.6880462894237471e+00	+0.0000000000000000e+00
99	-3.2441293096622735e+02	-3.1480057805206716e+01	+5.8586574632204122e+02
55	-8.5846643357240504e-01	+7.5301637567743307e-01	+3.2229656184996762e+00
0	+2.0124448116618447e+00	+2.0124448116618447e+00	+0.0000000000000000e+00
99	-2.2200185176933434e+02	-2.1238949885517414e+01	+4.0152580376763387e+02
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-4.5007613100162700e+01	-4.3953181825993193e+00	+8.1224589835126764e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288193130e+00	+2.6880463288193130e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
